KYCRSP_FUNDNO;FSTYBEGDT;FSTYENDDT;LIPPER_OBJ_CD;LIPPER_CLASS
4103;30/06/2006;31/03/2008;GUS;GUS
4105;31/12/2004;31/03/2008;BBB;BBB
4106;31/12/2004;31/03/2008;GUS;GUS
4111;31/12/2000;31/03/2008;GUS;GUS
4112;31/12/2003;31/03/2008;BBB;BBB
4113;31/12/1999;31/03/2008;BBB;BBB
4114;31/12/1999;31/03/2008;GUS;GUS
4115;31/12/1999;31/03/2008;BBB;BBB
4116;31/12/1999;31/03/2008;BBB;BBB
4290;31/12/2004;29/06/2005;BBB;BBB
4290;30/06/2005;29/06/2006;I;I
4290;30/06/2006;30/03/2008;I;MTACMixed-Asset Target Alloc Consv Funds
4290;31/03/2008;30/04/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4290;01/05/2012;31/05/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4290;01/06/2012;30/06/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4298;30/06/2004;29/06/2005;BBB;BBB
4298;30/06/2005;29/06/2006;I;I
4298;30/06/2006;30/03/2008;I;MTACMixed-Asset Target Alloc Consv Funds
4298;31/03/2008;30/04/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4298;01/05/2012;31/05/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4298;01/06/2012;30/06/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4299;30/06/2004;29/06/2005;BBB;BBB
4299;30/06/2005;29/06/2006;I;I
4299;30/06/2006;30/03/2008;I;MTACMixed-Asset Target Alloc Consv Funds
4299;31/03/2008;30/04/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4299;01/05/2012;31/05/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4299;01/06/2012;30/06/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4300;30/06/2004;29/06/2005;BBB;BBB
4300;30/06/2005;29/06/2006;I;I
4300;30/06/2006;30/03/2008;I;MTACMixed-Asset Target Alloc Consv Funds
4300;31/03/2008;30/04/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4300;01/05/2012;31/05/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4300;01/06/2012;30/06/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4302;30/06/2004;29/06/2005;BBB;BBB
4302;30/06/2005;29/06/2006;I;I
4302;30/06/2006;30/03/2008;I;MTACMixed-Asset Target Alloc Consv Funds
4302;31/03/2008;30/04/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4302;01/05/2012;31/05/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4302;01/06/2012;30/06/2012;I;MTACMixed-Asset Target Alloc Consv Funds
4740;30/06/2006;30/03/2008;IUT;IUT
4740;31/03/2008;30/04/2012;IUT;IUT
4740;01/05/2012;31/05/2012;IUT;IUT
4740;01/06/2012;30/06/2012;IUT;IUT
4740;30/06/2006;30/03/2008;IUT;IUT
4740;31/03/2008;30/04/2012;IUT;IUT
4740;01/05/2012;31/05/2012;IUT;IUT
4740;01/06/2012;30/06/2012;IUT;IUT
4740;30/06/2006;30/03/2008;IUT;IUT
4740;31/03/2008;30/04/2012;IUT;IUT
4740;01/05/2012;31/05/2012;IUT;IUT
4740;01/06/2012;30/06/2012;IUT;IUT
4740;30/06/2006;30/03/2008;IUT;IUT
4740;31/03/2008;30/04/2012;IUT;IUT
4740;01/05/2012;31/05/2012;IUT;IUT
4740;01/06/2012;30/06/2012;IUT;IUT
4812;30/06/2002;30/03/2008;A;A
4812;31/03/2008;30/04/2012;A;A
4812;01/05/2012;31/05/2012;A;A
4812;01/06/2012;30/06/2012;A;A
4812;30/06/2002;30/03/2008;A;A
4812;31/03/2008;30/04/2012;A;A
4812;01/05/2012;31/05/2012;A;A
4812;01/06/2012;30/06/2012;A;A
4812;30/06/2002;30/03/2008;A;A
4812;31/03/2008;30/04/2012;A;A
4812;01/05/2012;31/05/2012;A;A
4812;01/06/2012;30/06/2012;A;A
4812;30/06/2002;30/03/2008;A;A
4812;31/03/2008;30/04/2012;A;A
4812;01/05/2012;31/05/2012;A;A
4812;01/06/2012;30/06/2012;A;A
4821;30/06/2002;30/03/2008;A;A
4821;31/03/2008;30/04/2012;A;A
4821;01/05/2012;31/05/2012;A;A
4821;01/06/2012;30/06/2012;A;A
4821;30/06/2002;30/03/2008;A;A
4821;31/03/2008;30/04/2012;A;A
4821;01/05/2012;31/05/2012;A;A
4821;01/06/2012;30/06/2012;A;A
4821;30/06/2002;30/03/2008;A;A
4821;31/03/2008;30/04/2012;A;A
4821;01/05/2012;31/05/2012;A;A
4821;01/06/2012;30/06/2012;A;A
4821;30/06/2002;30/03/2008;A;A
4821;31/03/2008;30/04/2012;A;A
4821;01/05/2012;31/05/2012;A;A
4821;01/06/2012;30/06/2012;A;A
4826;31/12/2006;30/04/2009;A;A
4827;30/06/2006;30/04/2009;A;A
4828;31/12/1999;30/03/2008;A;A
4828;31/03/2008;30/04/2009;A;A
4828;31/12/1999;30/03/2008;A;A
4828;31/03/2008;30/04/2009;A;A
4829;31/12/1999;30/03/2008;A;A
4829;31/03/2008;30/04/2009;A;A
4829;31/12/1999;30/03/2008;A;A
4829;31/03/2008;30/04/2009;A;A
4830;31/12/1999;30/03/2008;A;A
4830;31/03/2008;30/04/2012;A;A
4830;01/05/2012;31/05/2012;A;A
4830;01/06/2012;30/06/2012;A;A
4830;31/12/1999;30/03/2008;A;A
4830;31/03/2008;30/04/2012;A;A
4830;01/05/2012;31/05/2012;A;A
4830;01/06/2012;30/06/2012;A;A
4830;31/12/1999;30/03/2008;A;A
4830;31/03/2008;30/04/2012;A;A
4830;01/05/2012;31/05/2012;A;A
4830;01/06/2012;30/06/2012;A;A
4830;31/12/1999;30/03/2008;A;A
4830;31/03/2008;30/04/2012;A;A
4830;01/05/2012;31/05/2012;A;A
4830;01/06/2012;30/06/2012;A;A
4831;31/12/2006;30/04/2009;A;A
4832;31/12/2006;30/04/2009;A;A
4841;31/12/2006;30/03/2008;A;A
4841;31/03/2008;30/04/2012;A;A
4841;01/05/2012;31/05/2012;A;A
4841;01/06/2012;30/06/2012;A;A
4841;31/12/2006;30/03/2008;A;A
4841;31/03/2008;30/04/2012;A;A
4841;01/05/2012;31/05/2012;A;A
4841;01/06/2012;30/06/2012;A;A
4841;31/12/2006;30/03/2008;A;A
4841;31/03/2008;30/04/2012;A;A
4841;01/05/2012;31/05/2012;A;A
4841;01/06/2012;30/06/2012;A;A
4841;31/12/2006;30/03/2008;A;A
4841;31/03/2008;30/04/2012;A;A
4841;01/05/2012;31/05/2012;A;A
4841;01/06/2012;30/06/2012;A;A
4842;31/12/2005;30/12/2007;IUT;IUT
4842;31/12/2007;30/03/2008;IUT;IUT
4842;31/03/2008;30/04/2012;IUT;IUT
4842;01/05/2012;31/05/2012;IUT;IUT
4842;01/06/2012;30/06/2012;IUT;IUT
4842;31/12/2005;30/12/2007;IUT;IUT
4842;31/12/2007;30/03/2008;IUT;IUT
4842;31/03/2008;30/04/2012;IUT;IUT
4842;01/05/2012;31/05/2012;IUT;IUT
4842;01/06/2012;30/06/2012;IUT;IUT
4842;31/12/2005;30/12/2007;IUT;IUT
4842;31/12/2007;30/03/2008;IUT;IUT
4842;31/03/2008;30/04/2012;IUT;IUT
4842;01/05/2012;31/05/2012;IUT;IUT
4842;01/06/2012;30/06/2012;IUT;IUT
4842;31/12/2005;30/12/2007;IUT;IUT
4842;31/12/2007;30/03/2008;IUT;IUT
4842;31/03/2008;30/04/2012;IUT;IUT
4842;01/05/2012;31/05/2012;IUT;IUT
4842;01/06/2012;30/06/2012;IUT;IUT
4842;31/12/2005;30/12/2007;IUT;IUT
4842;31/12/2007;30/03/2008;IUT;IUT
4842;31/03/2008;30/04/2012;IUT;IUT
4842;01/05/2012;31/05/2012;IUT;IUT
4842;01/06/2012;30/06/2012;IUT;IUT
4843;31/12/2005;30/12/2007;IUT;IUT
4843;31/12/2007;30/03/2008;IUT;IUT
4843;31/03/2008;30/04/2012;IUT;IUT
4843;01/05/2012;31/05/2012;IUT;IUT
4843;01/06/2012;30/06/2012;IUT;IUT
4843;31/12/2005;30/12/2007;IUT;IUT
4843;31/12/2007;30/03/2008;IUT;IUT
4843;31/03/2008;30/04/2012;IUT;IUT
4843;01/05/2012;31/05/2012;IUT;IUT
4843;01/06/2012;30/06/2012;IUT;IUT
4843;31/12/2005;30/12/2007;IUT;IUT
4843;31/12/2007;30/03/2008;IUT;IUT
4843;31/03/2008;30/04/2012;IUT;IUT
4843;01/05/2012;31/05/2012;IUT;IUT
4843;01/06/2012;30/06/2012;IUT;IUT
4843;31/12/2005;30/12/2007;IUT;IUT
4843;31/12/2007;30/03/2008;IUT;IUT
4843;31/03/2008;30/04/2012;IUT;IUT
4843;01/05/2012;31/05/2012;IUT;IUT
4843;01/06/2012;30/06/2012;IUT;IUT
4843;31/12/2005;30/12/2007;IUT;IUT
4843;31/12/2007;30/03/2008;IUT;IUT
4843;31/03/2008;30/04/2012;IUT;IUT
4843;01/05/2012;31/05/2012;IUT;IUT
4843;01/06/2012;30/06/2012;IUT;IUT
4844;31/12/2005;30/12/2007;IUT;IUT
4844;31/12/2007;30/03/2008;IUT;IUT
4844;31/03/2008;30/04/2012;IUT;IUT
4844;01/05/2012;31/05/2012;IUT;IUT
4844;01/06/2012;30/06/2012;IUT;IUT
4844;31/12/2005;30/12/2007;IUT;IUT
4844;31/12/2007;30/03/2008;IUT;IUT
4844;31/03/2008;30/04/2012;IUT;IUT
4844;01/05/2012;31/05/2012;IUT;IUT
4844;01/06/2012;30/06/2012;IUT;IUT
4844;31/12/2005;30/12/2007;IUT;IUT
4844;31/12/2007;30/03/2008;IUT;IUT
4844;31/03/2008;30/04/2012;IUT;IUT
4844;01/05/2012;31/05/2012;IUT;IUT
4844;01/06/2012;30/06/2012;IUT;IUT
4844;31/12/2005;30/12/2007;IUT;IUT
4844;31/12/2007;30/03/2008;IUT;IUT
4844;31/03/2008;30/04/2012;IUT;IUT
4844;01/05/2012;31/05/2012;IUT;IUT
4844;01/06/2012;30/06/2012;IUT;IUT
4844;31/12/2005;30/12/2007;IUT;IUT
4844;31/12/2007;30/03/2008;IUT;IUT
4844;31/03/2008;30/04/2012;IUT;IUT
4844;01/05/2012;31/05/2012;IUT;IUT
4844;01/06/2012;30/06/2012;IUT;IUT
4845;31/12/2005;30/12/2007;IUT;IUT
4845;31/12/2007;30/03/2008;IUT;IUT
4845;31/03/2008;30/04/2012;IUT;IUT
4845;01/05/2012;31/05/2012;IUT;IUT
4845;01/06/2012;30/06/2012;IUT;IUT
4845;31/12/2005;30/12/2007;IUT;IUT
4845;31/12/2007;30/03/2008;IUT;IUT
4845;31/03/2008;30/04/2012;IUT;IUT
4845;01/05/2012;31/05/2012;IUT;IUT
4845;01/06/2012;30/06/2012;IUT;IUT
4845;31/12/2005;30/12/2007;IUT;IUT
4845;31/12/2007;30/03/2008;IUT;IUT
4845;31/03/2008;30/04/2012;IUT;IUT
4845;01/05/2012;31/05/2012;IUT;IUT
4845;01/06/2012;30/06/2012;IUT;IUT
4845;31/12/2005;30/12/2007;IUT;IUT
4845;31/12/2007;30/03/2008;IUT;IUT
4845;31/03/2008;30/04/2012;IUT;IUT
4845;01/05/2012;31/05/2012;IUT;IUT
4845;01/06/2012;30/06/2012;IUT;IUT
4845;31/12/2005;30/12/2007;IUT;IUT
4845;31/12/2007;30/03/2008;IUT;IUT
4845;31/03/2008;30/04/2012;IUT;IUT
4845;01/05/2012;31/05/2012;IUT;IUT
4845;01/06/2012;30/06/2012;IUT;IUT
4846;31/12/2005;30/12/2007;IUT;IUT
4846;31/12/2007;30/03/2008;IUT;IUT
4846;31/03/2008;30/04/2012;IUT;IUT
4846;01/05/2012;31/05/2012;IUT;IUT
4846;01/06/2012;30/06/2012;IUT;IUT
4846;31/12/2005;30/12/2007;IUT;IUT
4846;31/12/2007;30/03/2008;IUT;IUT
4846;31/03/2008;30/04/2012;IUT;IUT
4846;01/05/2012;31/05/2012;IUT;IUT
4846;01/06/2012;30/06/2012;IUT;IUT
4846;31/12/2005;30/12/2007;IUT;IUT
4846;31/12/2007;30/03/2008;IUT;IUT
4846;31/03/2008;30/04/2012;IUT;IUT
4846;01/05/2012;31/05/2012;IUT;IUT
4846;01/06/2012;30/06/2012;IUT;IUT
4846;31/12/2005;30/12/2007;IUT;IUT
4846;31/12/2007;30/03/2008;IUT;IUT
4846;31/03/2008;30/04/2012;IUT;IUT
4846;01/05/2012;31/05/2012;IUT;IUT
4846;01/06/2012;30/06/2012;IUT;IUT
4846;31/12/2005;30/12/2007;IUT;IUT
4846;31/12/2007;30/03/2008;IUT;IUT
4846;31/03/2008;30/04/2012;IUT;IUT
4846;01/05/2012;31/05/2012;IUT;IUT
4846;01/06/2012;30/06/2012;IUT;IUT
4847;31/12/2005;30/12/2007;IUT;IUT
4847;31/12/2007;30/03/2008;IUT;IUT
4847;31/03/2008;30/04/2012;IUT;IUT
4847;01/05/2012;31/05/2012;IUT;IUT
4847;01/06/2012;30/06/2012;IUT;IUT
4847;31/12/2005;30/12/2007;IUT;IUT
4847;31/12/2007;30/03/2008;IUT;IUT
4847;31/03/2008;30/04/2012;IUT;IUT
4847;01/05/2012;31/05/2012;IUT;IUT
4847;01/06/2012;30/06/2012;IUT;IUT
4847;31/12/2005;30/12/2007;IUT;IUT
4847;31/12/2007;30/03/2008;IUT;IUT
4847;31/03/2008;30/04/2012;IUT;IUT
4847;01/05/2012;31/05/2012;IUT;IUT
4847;01/06/2012;30/06/2012;IUT;IUT
4847;31/12/2005;30/12/2007;IUT;IUT
4847;31/12/2007;30/03/2008;IUT;IUT
4847;31/03/2008;30/04/2012;IUT;IUT
4847;01/05/2012;31/05/2012;IUT;IUT
4847;01/06/2012;30/06/2012;IUT;IUT
4847;31/12/2005;30/12/2007;IUT;IUT
4847;31/12/2007;30/03/2008;IUT;IUT
4847;31/03/2008;30/04/2012;IUT;IUT
4847;01/05/2012;31/05/2012;IUT;IUT
4847;01/06/2012;30/06/2012;IUT;IUT
4852;30/06/2003;30/03/2008;A;A
4852;31/03/2008;30/04/2012;A;A
4852;01/05/2012;31/05/2012;A;A
4852;01/06/2012;30/06/2012;A;A
4852;30/06/2003;30/03/2008;A;A
4852;31/03/2008;30/04/2012;A;A
4852;01/05/2012;31/05/2012;A;A
4852;01/06/2012;30/06/2012;A;A
4852;30/06/2003;30/03/2008;A;A
4852;31/03/2008;30/04/2012;A;A
4852;01/05/2012;31/05/2012;A;A
4852;01/06/2012;30/06/2012;A;A
4852;30/06/2003;30/03/2008;A;A
4852;31/03/2008;30/04/2012;A;A
4852;01/05/2012;31/05/2012;A;A
4852;01/06/2012;30/06/2012;A;A
4853;30/06/2003;30/03/2008;A;A
4853;31/03/2008;30/04/2012;A;A
4853;01/05/2012;31/05/2012;A;A
4853;01/06/2012;30/06/2012;A;A
4853;30/06/2003;30/03/2008;A;A
4853;31/03/2008;30/04/2012;A;A
4853;01/05/2012;31/05/2012;A;A
4853;01/06/2012;30/06/2012;A;A
4853;30/06/2003;30/03/2008;A;A
4853;31/03/2008;30/04/2012;A;A
4853;01/05/2012;31/05/2012;A;A
4853;01/06/2012;30/06/2012;A;A
4853;30/06/2003;30/03/2008;A;A
4853;31/03/2008;30/04/2012;A;A
4853;01/05/2012;31/05/2012;A;A
4853;01/06/2012;30/06/2012;A;A
4854;30/06/2003;31/03/2008;A;A
5010;31/12/1999;30/11/2001;SUT;SUT
5011;31/12/1999;30/08/2002;GUT;GUT
5012;31/12/1999;30/12/2002;IUT;IUT
5012;31/12/2002;30/03/2008;IUG;IUG
5012;31/03/2008;30/04/2012;IUG;IUG
5012;01/05/2012;31/05/2012;IUG;IUG
5012;01/06/2012;30/06/2012;IUG;IUG
5012;31/12/1999;30/12/2002;IUT;IUT
5012;31/12/2002;30/03/2008;IUG;IUG
5012;31/03/2008;30/04/2012;IUG;IUG
5012;01/05/2012;31/05/2012;IUG;IUG
5012;01/06/2012;30/06/2012;IUG;IUG
5012;31/12/1999;30/12/2002;IUT;IUT
5012;31/12/2002;30/03/2008;IUG;IUG
5012;31/03/2008;30/04/2012;IUG;IUG
5012;01/05/2012;31/05/2012;IUG;IUG
5012;01/06/2012;30/06/2012;IUG;IUG
5012;31/12/1999;30/12/2002;IUT;IUT
5012;31/12/2002;30/03/2008;IUG;IUG
5012;31/03/2008;30/04/2012;IUG;IUG
5012;01/05/2012;31/05/2012;IUG;IUG
5012;01/06/2012;30/06/2012;IUG;IUG
5012;31/12/1999;30/12/2002;IUT;IUT
5012;31/12/2002;30/03/2008;IUG;IUG
5012;31/03/2008;30/04/2012;IUG;IUG
5012;01/05/2012;31/05/2012;IUG;IUG
5012;01/06/2012;30/06/2012;IUG;IUG
5014;31/12/1999;30/03/2008;SUS;SUS
5014;31/03/2008;30/04/2012;SUS;SUS
5014;01/05/2012;31/05/2012;SUS;SUS
5014;01/06/2012;30/06/2012;SUS;SUS
5014;31/12/1999;30/03/2008;SUS;SUS
5014;31/03/2008;30/04/2012;SUS;SUS
5014;01/05/2012;31/05/2012;SUS;SUS
5014;01/06/2012;30/06/2012;SUS;SUS
5014;31/12/1999;30/03/2008;SUS;SUS
5014;31/03/2008;30/04/2012;SUS;SUS
5014;01/05/2012;31/05/2012;SUS;SUS
5014;01/06/2012;30/06/2012;SUS;SUS
5014;31/12/1999;30/03/2008;SUS;SUS
5014;31/03/2008;30/04/2012;SUS;SUS
5014;01/05/2012;31/05/2012;SUS;SUS
5014;01/06/2012;30/06/2012;SUS;SUS
5016;31/12/1999;29/06/2001;SUS;SUS
5016;30/06/2001;30/12/2007;IUT;IUT
5016;31/12/2007;30/03/2008;IUT;IUT
5016;31/03/2008;30/04/2012;IUT;IUT
5016;01/05/2012;31/05/2012;IUT;IUT
5016;01/06/2012;30/06/2012;IUT;IUT
5016;31/12/1999;29/06/2001;SUS;SUS
5016;30/06/2001;30/12/2007;IUT;IUT
5016;31/12/2007;30/03/2008;IUT;IUT
5016;31/03/2008;30/04/2012;IUT;IUT
5016;01/05/2012;31/05/2012;IUT;IUT
5016;01/06/2012;30/06/2012;IUT;IUT
5016;31/12/1999;29/06/2001;SUS;SUS
5016;30/06/2001;30/12/2007;IUT;IUT
5016;31/12/2007;30/03/2008;IUT;IUT
5016;31/03/2008;30/04/2012;IUT;IUT
5016;01/05/2012;31/05/2012;IUT;IUT
5016;01/06/2012;30/06/2012;IUT;IUT
5016;31/12/1999;29/06/2001;SUS;SUS
5016;30/06/2001;30/12/2007;IUT;IUT
5016;31/12/2007;30/03/2008;IUT;IUT
5016;31/03/2008;30/04/2012;IUT;IUT
5016;01/05/2012;31/05/2012;IUT;IUT
5016;01/06/2012;30/06/2012;IUT;IUT
5016;31/12/1999;29/06/2001;SUS;SUS
5016;30/06/2001;30/12/2007;IUT;IUT
5016;31/12/2007;30/03/2008;IUT;IUT
5016;31/03/2008;30/04/2012;IUT;IUT
5016;01/05/2012;31/05/2012;IUT;IUT
5016;01/06/2012;30/06/2012;IUT;IUT
5016;31/12/1999;29/06/2001;SUS;SUS
5016;30/06/2001;30/12/2007;IUT;IUT
5016;31/12/2007;30/03/2008;IUT;IUT
5016;31/03/2008;30/04/2012;IUT;IUT
5016;01/05/2012;31/05/2012;IUT;IUT
5016;01/06/2012;30/06/2012;IUT;IUT
5017;31/12/2004;30/12/2007;IUT;IUT
5017;31/12/2007;30/03/2008;IUT;IUT
5017;31/03/2008;30/04/2012;IUT;IUT
5017;01/05/2012;31/05/2012;IUT;IUT
5017;01/06/2012;30/06/2012;IUT;IUT
5017;31/12/2004;30/12/2007;IUT;IUT
5017;31/12/2007;30/03/2008;IUT;IUT
5017;31/03/2008;30/04/2012;IUT;IUT
5017;01/05/2012;31/05/2012;IUT;IUT
5017;01/06/2012;30/06/2012;IUT;IUT
5017;31/12/2004;30/12/2007;IUT;IUT
5017;31/12/2007;30/03/2008;IUT;IUT
5017;31/03/2008;30/04/2012;IUT;IUT
5017;01/05/2012;31/05/2012;IUT;IUT
5017;01/06/2012;30/06/2012;IUT;IUT
5017;31/12/2004;30/12/2007;IUT;IUT
5017;31/12/2007;30/03/2008;IUT;IUT
5017;31/03/2008;30/04/2012;IUT;IUT
5017;01/05/2012;31/05/2012;IUT;IUT
5017;01/06/2012;30/06/2012;IUT;IUT
5017;31/12/2004;30/12/2007;IUT;IUT
5017;31/12/2007;30/03/2008;IUT;IUT
5017;31/03/2008;30/04/2012;IUT;IUT
5017;01/05/2012;31/05/2012;IUT;IUT
5017;01/06/2012;30/06/2012;IUT;IUT
5020;31/12/1999;29/06/2001;SUS;SUS
5020;30/06/2001;30/12/2007;IUT;IUT
5020;31/12/2007;30/03/2008;IUT;IUT
5020;31/03/2008;30/04/2012;IUT;IUT
5020;01/05/2012;31/05/2012;IUT;IUT
5020;01/06/2012;30/06/2012;IUT;IUT
5020;31/12/1999;29/06/2001;SUS;SUS
5020;30/06/2001;30/12/2007;IUT;IUT
5020;31/12/2007;30/03/2008;IUT;IUT
5020;31/03/2008;30/04/2012;IUT;IUT
5020;01/05/2012;31/05/2012;IUT;IUT
5020;01/06/2012;30/06/2012;IUT;IUT
5020;31/12/1999;29/06/2001;SUS;SUS
5020;30/06/2001;30/12/2007;IUT;IUT
5020;31/12/2007;30/03/2008;IUT;IUT
5020;31/03/2008;30/04/2012;IUT;IUT
5020;01/05/2012;31/05/2012;IUT;IUT
5020;01/06/2012;30/06/2012;IUT;IUT
5020;31/12/1999;29/06/2001;SUS;SUS
5020;30/06/2001;30/12/2007;IUT;IUT
5020;31/12/2007;30/03/2008;IUT;IUT
5020;31/03/2008;30/04/2012;IUT;IUT
5020;01/05/2012;31/05/2012;IUT;IUT
5020;01/06/2012;30/06/2012;IUT;IUT
5020;31/12/1999;29/06/2001;SUS;SUS
5020;30/06/2001;30/12/2007;IUT;IUT
5020;31/12/2007;30/03/2008;IUT;IUT
5020;31/03/2008;30/04/2012;IUT;IUT
5020;01/05/2012;31/05/2012;IUT;IUT
5020;01/06/2012;30/06/2012;IUT;IUT
5020;31/12/1999;29/06/2001;SUS;SUS
5020;30/06/2001;30/12/2007;IUT;IUT
5020;31/12/2007;30/03/2008;IUT;IUT
5020;31/03/2008;30/04/2012;IUT;IUT
5020;01/05/2012;31/05/2012;IUT;IUT
5020;01/06/2012;30/06/2012;IUT;IUT
5022;31/12/1999;30/03/2008;SUS;SUS
5022;31/03/2008;30/04/2012;SUS;SUS
5022;01/05/2012;31/05/2012;SUS;SUS
5022;01/06/2012;30/06/2012;SUS;SUS
5022;31/12/1999;30/03/2008;SUS;SUS
5022;31/03/2008;30/04/2012;SUS;SUS
5022;01/05/2012;31/05/2012;SUS;SUS
5022;01/06/2012;30/06/2012;SUS;SUS
5022;31/12/1999;30/03/2008;SUS;SUS
5022;31/03/2008;30/04/2012;SUS;SUS
5022;01/05/2012;31/05/2012;SUS;SUS
5022;01/06/2012;30/06/2012;SUS;SUS
5022;31/12/1999;30/03/2008;SUS;SUS
5022;31/03/2008;30/04/2012;SUS;SUS
5022;01/05/2012;31/05/2012;SUS;SUS
5022;01/06/2012;30/06/2012;SUS;SUS
5024;31/12/1999;30/12/2002;IUT;IUT
5024;31/12/2002;30/03/2008;IUG;IUG
5024;31/03/2008;30/04/2012;IUG;IUG
5024;01/05/2012;31/05/2012;IUG;IUG
5024;01/06/2012;30/06/2012;IUG;IUG
5024;31/12/1999;30/12/2002;IUT;IUT
5024;31/12/2002;30/03/2008;IUG;IUG
5024;31/03/2008;30/04/2012;IUG;IUG
5024;01/05/2012;31/05/2012;IUG;IUG
5024;01/06/2012;30/06/2012;IUG;IUG
5024;31/12/1999;30/12/2002;IUT;IUT
5024;31/12/2002;30/03/2008;IUG;IUG
5024;31/03/2008;30/04/2012;IUG;IUG
5024;01/05/2012;31/05/2012;IUG;IUG
5024;01/06/2012;30/06/2012;IUG;IUG
5024;31/12/1999;30/12/2002;IUT;IUT
5024;31/12/2002;30/03/2008;IUG;IUG
5024;31/03/2008;30/04/2012;IUG;IUG
5024;01/05/2012;31/05/2012;IUG;IUG
5024;01/06/2012;30/06/2012;IUG;IUG
5024;31/12/1999;30/12/2002;IUT;IUT
5024;31/12/2002;30/03/2008;IUG;IUG
5024;31/03/2008;30/04/2012;IUG;IUG
5024;01/05/2012;31/05/2012;IUG;IUG
5024;01/06/2012;30/06/2012;IUG;IUG
5025;31/12/1999;30/08/2002;GUT;GUT
5026;31/12/1999;30/11/2001;SUT;SUT
5064;31/12/1999;30/11/2001;A;A
5065;31/12/1999;30/11/2001;A;A
5165;31/12/1999;30/03/2008;GUS;GUS
5165;31/03/2008;30/11/2011;GUS;GUS
5165;01/12/2011;30/04/2012;GUS;GUS
5165;01/05/2012;31/05/2012;GUS;GUS
5165;01/06/2012;30/06/2012;GUS;GUS
5165;31/12/1999;30/03/2008;GUS;GUS
5165;31/03/2008;30/11/2011;GUS;GUS
5165;01/12/2011;30/04/2012;GUS;GUS
5165;01/05/2012;31/05/2012;GUS;GUS
5165;01/06/2012;30/06/2012;GUS;GUS
5165;31/12/1999;30/03/2008;GUS;GUS
5165;31/03/2008;30/11/2011;GUS;GUS
5165;01/12/2011;30/04/2012;GUS;GUS
5165;01/05/2012;31/05/2012;GUS;GUS
5165;01/06/2012;30/06/2012;GUS;GUS
5165;31/12/1999;30/03/2008;GUS;GUS
5165;31/03/2008;30/11/2011;GUS;GUS
5165;01/12/2011;30/04/2012;GUS;GUS
5165;01/05/2012;31/05/2012;GUS;GUS
5165;01/06/2012;30/06/2012;GUS;GUS
5165;31/12/1999;30/03/2008;GUS;GUS
5165;31/03/2008;30/11/2011;GUS;GUS
5165;01/12/2011;30/04/2012;GUS;GUS
5165;01/05/2012;31/05/2012;GUS;GUS
5165;01/06/2012;30/06/2012;GUS;GUS
5166;31/12/2000;30/03/2008;GUS;GUS
5166;31/03/2008;30/11/2011;GUS;GUS
5166;01/12/2011;30/04/2012;GUS;GUS
5166;01/05/2012;31/05/2012;GUS;GUS
5166;01/06/2012;30/06/2012;GUS;GUS
5166;31/12/2000;30/03/2008;GUS;GUS
5166;31/03/2008;30/11/2011;GUS;GUS
5166;01/12/2011;30/04/2012;GUS;GUS
5166;01/05/2012;31/05/2012;GUS;GUS
5166;01/06/2012;30/06/2012;GUS;GUS
5166;31/12/2000;30/03/2008;GUS;GUS
5166;31/03/2008;30/11/2011;GUS;GUS
5166;01/12/2011;30/04/2012;GUS;GUS
5166;01/05/2012;31/05/2012;GUS;GUS
5166;01/06/2012;30/06/2012;GUS;GUS
5166;31/12/2000;30/03/2008;GUS;GUS
5166;31/03/2008;30/11/2011;GUS;GUS
5166;01/12/2011;30/04/2012;GUS;GUS
5166;01/05/2012;31/05/2012;GUS;GUS
5166;01/06/2012;30/06/2012;GUS;GUS
5166;31/12/2000;30/03/2008;GUS;GUS
5166;31/03/2008;30/11/2011;GUS;GUS
5166;01/12/2011;30/04/2012;GUS;GUS
5166;01/05/2012;31/05/2012;GUS;GUS
5166;01/06/2012;30/06/2012;GUS;GUS
5167;31/12/2001;30/03/2008;GUS;GUS
5167;31/03/2008;30/11/2011;GUS;GUS
5167;01/12/2011;30/04/2012;GUS;GUS
5167;01/05/2012;31/05/2012;GUS;GUS
5167;01/06/2012;30/06/2012;GUS;GUS
5167;31/12/2001;30/03/2008;GUS;GUS
5167;31/03/2008;30/11/2011;GUS;GUS
5167;01/12/2011;30/04/2012;GUS;GUS
5167;01/05/2012;31/05/2012;GUS;GUS
5167;01/06/2012;30/06/2012;GUS;GUS
5167;31/12/2001;30/03/2008;GUS;GUS
5167;31/03/2008;30/11/2011;GUS;GUS
5167;01/12/2011;30/04/2012;GUS;GUS
